"Namn","Pris","Volym","Varugrupp","Typ","Stil","PrisPerLiter","Producent","Ursprunglandnamn","Alkoholhalt","year","SortimentText"
"Nómada - Passiflora Sour Berliner Weisse",24.6,330,"Öl","Syrlig öl","Berliner weisse",74.55,"Nomada Brewing Company","Spanien","3.80%",2017,"Övrigt sortiment"
"Nómada - Marabunta Double IPA",29.9,330,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",90.61,"Nomada Brewing Company","Spanien","7.50%",2017,"Övrigt sortiment"
"Gammelbacka Mix",671.3,7920,"Öl","Annan öl","Öl av flera typer/stilar",84.76,"Gammelbacka Bryggeri AB","Sverige","7.40%",2017,"Övrigt sortiment"
"Mermaids Red Amber Ale",42.9,355,"Öl","Ale brittisk-amerikansk stil","Amber ale",120.85,"Coronado Brewing Co","USA","5.70%",2017,"Övrigt sortiment"
"Abita Wrought - Iron Indian Pale Ale",41.3,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",116.34,"Abita Brewing Company","USA","6.90%",2017,"Övrigt sortiment"
"Nomada - Petricori IPA Glutenfri",25.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",78.49,"Nomada Brewing Company","Spanien","6.00%",2017,"Övrigt sortiment"
"Schlappeseppel - Helles Bayrich mild",24.7,500,"Öl","Ljus lager","Dortmunder och helles",49.4,"Eder & Heylands Brauerei G...","Tyskland","4.80%",2017,"Övrigt sortiment"
"New Belgium - Juicy Watermelon Lime",29.9,355,"Öl","Syrlig öl","Lambic - frukt och bär",84.23,"New Belgium Brewing Co.","USA","5.00%",2017,"Övrigt sortiment"
"New Belgium - Voodoo Ranger Passionfruit DIPA",87.5,650,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",134.62,"New Belgium Brewing Co.","USA","8.00%",2017,"Övrigt sortiment"
"New Belgium - Tartastic Lemon Ginger Sour",29.9,355,"Öl","Syrlig öl","Lambic - frukt och bär",84.23,"New Belgium Brewing Co.","USA","4.50%",2017,"Övrigt sortiment"
"Kona - Longboard Lager",18.9,355,"Öl","Ljus lager","",53.24,"Kona Brewing Co","USA","4.60%",2017,"Övrigt sortiment"
"Gammelbacka - Ingefära",26.6,330,"Öl","Ale oklassificerat","",80.61,"Gammelbacka Bryggeri AB","Sverige","4.10%",2017,"Övrigt sortiment"
"Gammelbacka - En go en",22.8,330,"Öl","Ljus lager","",69.09,"Gammelbacka Bryggeri AB","Sverige","5.00%",2017,"Övrigt sortiment"
"Fraoch - Heather Ale",27.9,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",55.8,"Williams Brothers","Storbritannien","5.00%",2004,"Övrigt sortiment"
"Paulaner - Hefe-Weissbier",22.9,500,"Öl","Veteöl","Hefeweizen",45.8,"Paulaner Brauerei","Tyskland","5.50%",2004,"Ordinarie sortiment"
"Holba - Premium",15.9,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",31.8,"Pivovar Holba","Tjeckien","5.20%",2010,"Övrigt sortiment"
"Brooklyn - East India Pale Ale",25.9,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",72.96,"Brooklyn Brewery","USA","6.90%",2010,"Ordinarie sortiment"
"Tripel Karmeliet",65,750,"Öl","Ale belgisk stil","Belgisk ljus ale",86.67,"Brouwerij Bosteels","Belgien","8.00%",2004,"Övrigt sortiment"
"Blond Bitch Beer",26.1,330,"Öl","Ale belgisk stil","Belgisk ljus ale",79.09,"Brewery De Graal","Belgien","6.80%",2010,"Övrigt sortiment"
"Bryggmästarens - Mörka Lager",15,500,"Öl","Mörk lager","Dunkel",30,"Åbro Bryggeri","Sverige","5.00%",2004,"Lokalt och småskaligt"
"Norrlands Guld - Ljus",12.9,330,"Öl","Ljus lager","Internationell stil",39.09,"Spendrups","Sverige","4.70%",2010,"Ordinarie sortiment"
"Brännskär - Brown Ale",31.2,500,"Öl","Ale brittisk-amerikansk stil","Brown ale",62.4,"Nynäshamns Ångbryggeri AB","Sverige","5.30%",2010,"Lokalt och småskaligt"
"Grebbestad - Lager",21,500,"Öl","Ljus lager","Pilsner - tysk stil",42,"Grebbestads Bryggeri","Sverige","5.00%",2010,"Övrigt sortiment"
"Schneider Weisse - Tap 5 Meine Hopfenweisse",30.8,500,"Öl","Veteöl","Hopfenweizen",61.6,"G Schneider & Sohn","Tyskland","8.20%",2010,"Övrigt sortiment"
"Kwak",29.9,330,"Öl","Ale belgisk stil","Belgisk ljus ale",90.61,"Brouwerij Bosteels","Belgien","8.00%",2004,"Övrigt sortiment"
"Baltika - Premium Nr 7",37.8,500,"Öl","Ljus lager","Internationell stil",75.6,"Baltika Brewery","Ryssland","5.50%",2010,"Övrigt sortiment"
"Hue Beer",31.5,330,"Öl","Ljus lager","Internationell stil",95.46,"Hue Brewery","Vietnam","5.00%",2010,"Övrigt sortiment"
"Åbro Export",8.4,330,"Öl","Ljus lager","Dortmunder och helles",25.46,"Åbro Bryggeri","Sverige","5.30%",2010,"Ordinarie sortiment"
"Sierra Nevada - Pale Ale",23.9,355,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",67.32,"Sierra Nevada Brewing","USA","5.60%",2004,"Ordinarie sortiment"
"Quilmes",71.1,970,"Öl","Ljus lager","Internationell stil",73.3,"Cerveceria Y Malteria Quilmes","Argentina","4.90%",2010,"Övrigt sortiment"
"Yeti - Imperial Stout",39.9,355,"Öl","Porter och stout","Imperial porter och stout",112.39,"Great Divide Brewing Co","USA","9.50%",2010,"Ordinarie sortiment"
"Innis & Gunn - Rum Finish Oak Aged Beer",21.9,330,"Öl","Ale brittisk-amerikansk stil","Strong ale",66.36,"Innis & Gunn","Storbritannien","6.80%",2010,"Ordinarie sortiment"
"Bellman 6,0",14.9,500,"Öl","Ljus lager","Starkare lager",29.8,"Carlsberg Sverige AB","Sverige","6.00%",2011,"Ordinarie sortiment"
"Blågul",11.3,500,"Öl","Ljus lager","Internationell stil",22.6,"Carlsberg Sverige AB","Sverige","5.20%",2011,"Ordinarie sortiment"
"Falcon Bayerskt",15.5,500,"Öl","Mellanmörk lager","Märzen och wienerstil",31,"Carlsberg Sverige AB","Sverige","5.20%",2011,"Ordinarie sortiment"
"Falcon Export",9.9,330,"Öl","Ljus lager","Internationell stil",30,"Carlsberg Sverige AB","Sverige","5.20%",2011,"Ordinarie sortiment"
"Falcon Export",13.5,500,"Öl","Ljus lager","Internationell stil",27,"Carlsberg Sverige AB","Sverige","5.20%",2011,"Ordinarie sortiment"
"Millennium",10.9,500,"Öl","Ljus lager","Internationell stil",21.8,"Carlsberg Sverige AB","Internationellt märke","5.10%",2011,"Ordinarie sortiment"
"Pripps Blå - Export",11.5,500,"Öl","Ljus lager","Internationell stil",23,"Carlsberg Sverige AB","Sverige","5.00%",2011,"Ordinarie sortiment"
"Pripps Extra Stark",14.2,500,"Öl","Ljus lager","Starkare lager",28.4,"Carlsberg Sverige AB","Sverige","7.20%",2011,"Ordinarie sortiment"
"Sarek",11.7,500,"Öl","Ljus lager","Internationell stil",23.4,"Carlsberg Sverige AB","Sverige","5.20%",2011,"Ordinarie sortiment"
"Tuborg Grön",8.9,330,"Öl","Ljus lager","Internationell stil",26.97,"Carlsberg Sverige AB","Internationellt märke","4.20%",2011,"Ordinarie sortiment"
"Tuborg Guld",14.5,500,"Öl","Ljus lager","Internationell stil",29,"Carlsberg Sverige AB","Internationellt märke","5.30%",2011,"Övrigt sortiment"
"Carlsberg Elephant",12.5,330,"Öl","Ljus lager","Starkare lager",37.88,"Carlsberg Sverige AB","Internationellt märke","7.20%",2011,"Övrigt sortiment"
"Carlsberg Export",14.9,500,"Öl","Ljus lager","Internationell stil",29.8,"Carlsberg Sverige AB","Internationellt märke","5.00%",2011,"Ordinarie sortiment"
"Carlsberg Hof - Organic",14.4,500,"Öl","Ljus lager","Internationell stil",28.8,"Carlsberg Sverige AB","Internationellt märke","4.20%",2011,"Ordinarie sortiment"
"Carlsberg Sort Guld",12.9,330,"Öl","Ljus lager","Internationell stil",39.09,"Carlsberg Sverige AB","Internationellt märke","5.50%",2011,"Ordinarie sortiment"
"Carlsberg Sort Guld",15.9,500,"Öl","Ljus lager","Internationell stil",31.8,"Carlsberg Sverige AB","Internationellt märke","5.50%",2011,"Ordinarie sortiment"
"Guinness - Draught",21.9,440,"Öl","Porter och stout","Torr porter och stout",49.77,"Guinness","Irland","4.20%",2011,"Ordinarie sortiment"
"Kilkenny - Draught",18.9,440,"Öl","Ale brittisk-amerikansk stil","Irländsk ale",42.96,"Guinness","Irland","4.30%",2011,"Ordinarie sortiment"
"Staropramen",17.9,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",35.8,"Staropramen","Tjeckien","5.00%",2011,"Ordinarie sortiment"
"Saxon - Glutenfri",13.9,500,"Öl","Ljus lager","Internationell stil",27.8,"Sinebrychoff","Finland","4.10%",2011,"Ordinarie sortiment"
"Löwenbräu",17.5,500,"Öl","Ljus lager","Dortmunder och helles",35,"InBev","Tyskland","5.20%",2011,"Ordinarie sortiment"
"Pilsner Urquell",16.9,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",33.8,"Pilsner Urquell","Tjeckien","4.40%",2011,"Ordinarie sortiment"
"Mariestads Export",15.7,500,"Öl","Ljus lager","Dortmunder och helles",31.4,"Spendrups","Sverige","5.30%",2011,"Ordinarie sortiment"
"Norrlands Guld - Dynamit",15.9,500,"Öl","Ljus lager","Starkare lager",31.8,"Spendrups","Sverige","7.00%",2011,"Ordinarie sortiment"
"Mariestads Old Ox",18.9,500,"Öl","Ljus lager","Ljus bocköl",37.8,"Spendrups","Sverige","6.90%",2011,"Ordinarie sortiment"
"Norrlands Guld - Export",13.6,500,"Öl","Ljus lager","Internationell stil",27.2,"Spendrups","Sverige","5.30%",2011,"Ordinarie sortiment"
"Spendrups Premium Gold",13.9,500,"Öl","Ljus lager","Internationell stil",27.8,"Spendrups","Sverige","5.90%",2011,"Ordinarie sortiment"
"Spendrups Bright",14.2,500,"Öl","Ljus lager","Internationell stil",28.4,"Spendrups","Sverige","5.00%",2011,"Ordinarie sortiment"
"Heineken",12.9,330,"Öl","Ljus lager","Internationell stil",39.09,"Spendrups","Internationellt märke","5.00%",2011,"Ordinarie sortiment"
"Adnams - Southwold Bitter",21.9,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",43.8,"Adnams Brewery","Storbritannien","4.10%",2011,"Övrigt sortiment"
"Ysta Färsköl",1569.9,30000,"Öl","Ljus lager","Zwickel, keller- och landbier",52.33,"Två Bryggare/ÖsterlenBryggarna AB","Sverige","4.80%",2004,"Övrigt sortiment"
"Sofiero Original - Guld",15.1,500,"Öl","Ljus lager","Starkare lager",30.2,"Kopparbergs Bryggeri","Sverige","7.50%",2011,"Ordinarie sortiment"
"Skånsk Klassiker",1494.5,30000,"Öl","Ljus lager","Internationell stil",49.82,"Två Bryggare/ÖsterlenBryggarna AB","Tjeckien","5.00%",2004,"Övrigt sortiment"
"Weltenburg - Kloster Pils",1526.8,30000,"Öl","Ljus lager","Pilsner - tysk stil",50.89,"Weltenburg Klosterbrauerei","Tyskland","4.70%",2004,"Övrigt sortiment"
"Special Brew",19.2,500,"Öl","Ljus lager","Starkare lager",38.4,"Kopparbergs Bryggeri","Sverige","10.00%",2011,"Ordinarie sortiment"
"Weltenburg Barock Dunkel",1528.7,30000,"Öl","Mörk lager","",50.96,"Weltenburg Klosterbrauerei","Tyskland","4.50%",2004,"Övrigt sortiment"
"Sofiero Original",12,500,"Öl","Ljus lager","Internationell stil",24,"Kopparbergs Bryggeri","Sverige","5.20%",2011,"Ordinarie sortiment"
"Lobkowicz - Knize",1523.8,30000,"Öl","Ljus lager","Pilsner - tjeckisk stil",50.79,"Lobkowicz","Tjeckien","5.00%",2004,"Övrigt sortiment"
"Fagerhult - Export",8.9,330,"Öl","Ljus lager","Dortmunder och helles",26.97,"Kopparbergs Bryggeri","Sverige","5.30%",2011,"Ordinarie sortiment"
"Dansk Fadøl",8.9,330,"Öl","Ljus lager","Internationell stil",26.97,"Kopparbergs Bryggeri","Sverige","5.00%",2011,"Ordinarie sortiment"
"Fuller's - London Porter",22.9,500,"Öl","Porter och stout","Torr porter och stout",45.8,"Fuller Smith & Turner","Storbritannien","5.40%",2010,"Ordinarie sortiment"
"Stockholm Festival",10.9,330,"Öl","Ljus lager","Starkare lager",33.03,"Krönleins","Sverige","7.20%",2011,"Ordinarie sortiment"
"Three Hearts - Extra Strong",15.5,500,"Öl","Ljus lager","Starkare lager",31,"Krönleins","Sverige","7.50%",2011,"Ordinarie sortiment"
"Crocodile Lager",11.5,500,"Öl","Ljus lager","Internationell stil",23,"Krönleins","Sverige","5.20%",2011,"Ordinarie sortiment"
"Stockholm Festival",11.9,500,"Öl","Ljus lager","Internationell stil",23.8,"Krönleins","Sverige","5.30%",2011,"Ordinarie sortiment"
"Guldkällan",8.5,330,"Öl","Ljus lager","Internationell stil",25.76,"Spendrups","Sverige","4.80%",2011,"Ordinarie sortiment"
"Guldkällan",9.5,330,"Öl","Ljus lager","Internationell stil",28.79,"Spendrups","Sverige","5.70%",2011,"Ordinarie sortiment"
"Svensk Starköl",7.9,330,"Öl","Ljus lager","Internationell stil",23.94,"Åbro Bryggeri","Sverige","5.10%",2011,"Ordinarie sortiment"
"Åbro Lejon",10.9,330,"Öl","Ljus lager","Internationell stil",33.03,"Åbro Bryggeri","Sverige","5.90%",2011,"Ordinarie sortiment"
"Småland",8.9,330,"Öl","Ljus lager","Pilsner - tjeckisk stil",26.97,"Åbro Bryggeri","Sverige","5.20%",2011,"Ordinarie sortiment"
"Småland Mellanöl",9.9,500,"Öl","Ljus lager","Internationell stil",19.8,"Åbro Bryggeri","Sverige","4.50%",2011,"Ordinarie sortiment"
"Anderssons",10.9,330,"Öl","Ljus lager","Internationell stil",33.03,"Hellefors Bryggeri","Sverige","5.20%",2010,"Övrigt sortiment"
"Bryggmästarens Premium Guld",14.7,500,"Öl","Ljus lager","Dortmunder och helles",29.4,"Åbro Bryggeri","Sverige","5.70%",2011,"Ordinarie sortiment"
"Kung",10.9,500,"Öl","Ljus lager","Internationell stil",21.8,"Åbro Bryggeri","Sverige","5.20%",2011,"Ordinarie sortiment"
"Fem komma tvåan",11.5,500,"Öl","Ljus lager","Internationell stil",23,"Åbro Bryggeri","Sverige","5.20%",2011,"Ordinarie sortiment"
"Sju komma tvåan",13.9,500,"Öl","Ljus lager","Starkare lager",27.8,"Åbro Bryggeri","Sverige","7.20%",2011,"Ordinarie sortiment"
"Krusovice - Imperial",16.9,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",33.8,"Královsky Pivovar","Tjeckien","5.00%",2011,"Ordinarie sortiment"
"DAB",12.9,500,"Öl","Ljus lager","Dortmunder och helles",25.8,"Dortmunder Actien-Brauerei","Tyskland","5.00%",2011,"Ordinarie sortiment"
"König Pilsener",11.9,330,"Öl","Ljus lager","Pilsner - tysk stil",36.06,"König-Brauerei","Tyskland","4.90%",2011,"Ordinarie sortiment"
"Arboga 5,6",14.9,500,"Öl","Ljus lager","Dortmunder och helles",29.8,"Three Towns Ind Brewers","Sverige","5.60%",2011,"Ordinarie sortiment"
"Arboga 7,3",11.9,330,"Öl","Ljus lager","Starkare lager",36.06,"Three Towns Ind Brewers","Sverige","7.30%",2011,"Ordinarie sortiment"
"Arboga 7,7",16.9,500,"Öl","Ljus lager","Starkare lager",33.8,"Three Towns Ind Brewers","Sverige","7.70%",2011,"Ordinarie sortiment"
"Arboga 10,2",20.9,500,"Öl","Ljus lager","Starkare lager",41.8,"Three Towns Ind Brewers","Sverige","10.20%",2011,"Ordinarie sortiment"
"TT - Original Lager",12.9,500,"Öl","Ljus lager","Internationell stil",25.8,"Three Towns Ind Brewers","Sverige","4.50%",2011,"Ordinarie sortiment"
"TT - Original Lager",9.9,330,"Öl","Ljus lager","Internationell stil",30,"Three Towns Ind Brewers","Sverige","4.50%",2011,"Ordinarie sortiment"
"Lapin Kulta",13.9,500,"Öl","Ljus lager","Internationell stil",27.8,"Scottish&Newcastle","Finland","5.20%",2010,"Ordinarie sortiment"
"Brooklyn Brown Ale",21.9,355,"Öl","Ale brittisk-amerikansk stil","Brown ale",61.69,"Brooklyn Brewery","USA","5.60%",2010,"Övrigt sortiment"
"Against the Grain",37.5,500,"Öl","Ale brittisk-amerikansk stil","Golden/Blond ale",75,"Wold Top Brewery","Storbritannien","4.50%",2010,"Övrigt sortiment"
"Schneider Weisse - Unser Aventinus Tap 6",26,500,"Öl","Veteöl","Weizenbock",52,"G Schneider & Sohn","Tyskland","8.20%",2010,"Övrigt sortiment"
"Kaltenberg - Organic",10.9,330,"Öl","Ljus lager","Pilsner - tysk stil",33.03,"Kaltenberg","Internationellt märke","4.70%",2010,"Övrigt sortiment"
"Innis & Gunn - Oak Aged Beer",19.9,330,"Öl","Ale brittisk-amerikansk stil","Strong ale",60.3,"Innis & Gunn","Storbritannien","6.60%",2004,"Ordinarie sortiment"
"Aass - Juleøl",24.9,330,"Öl","Mellanmörk lager","Märzen och wienerstil",75.46,"Aass Bryggeri","Norge","6.50%",2004,"Övrigt sortiment"
"Gulden Draak",39.8,330,"Öl","Ale belgisk stil","Belgisk mörk ale",120.61,"Brouwerij Van Steenberge","Belgien","10.50%",2004,"Övrigt sortiment"
"Corsendonk - Pater",35.4,330,"Öl","Ale belgisk stil","Dubbel",107.27,"Brouwerij Corsendonk","Belgien","7.50%",2004,"Övrigt sortiment"
"Wisby - Weisse",27.5,500,"Öl","Veteöl","Hefeweizen",55,"Gotlands Bryggeri","Sverige","5.20%",2010,"Ordinarie sortiment"
"Aventinus - Weizen-Eisbock",33.3,330,"Öl","Mörk lager","Isbock",100.91,"G Schneider & Sohn","Tyskland","12.00%",2010,"Övrigt sortiment"
"Ahle Julöl",30.7,500,"Öl","Ale brittisk-amerikansk stil","Brown ale",61.4,"Ahlafors Bryggerier","Sverige","4.50%",2010,"Övrigt sortiment"
"Oceanbryggeriet - Glenn No 5",30.7,500,"Öl","Ale brittisk-amerikansk stil","Golden/Blond ale",61.4,"Oceanbryggeriet","Sverige","5.00%",2010,"Lokalt och småskaligt"
"Guinness - Draught Surger",24.5,520,"Öl","Porter och stout","Torr porter och stout",47.12,"Guinness","Irland","4.10%",2011,"Övrigt sortiment"
"Three Hearts - Premium Lager",11.5,500,"Öl","Ljus lager","Internationell stil",23,"Krönleins","Sverige","5.20%",2011,"Ordinarie sortiment"
"Ängöl - Prima Lager",28.9,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",57.8,"Ängöl AB","Sverige","5.00%",2010,"Övrigt sortiment"
"Bombay Pale Ale",49.6,400,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",124,"Nørrebro Bryghus","Danmark","6.50%",2010,"Övrigt sortiment"
"Störtebeker 1402 - Keller-Bier",16.9,330,"Öl","Ljus lager","Zwickel, keller- och landbier",51.21,"Stralsunder Brauerei","Tyskland","4.80%",2010,"Övrigt sortiment"
"Chakra Beer",22.7,500,"Öl","Ljus lager","Internationell stil",45.4,"Chakra Brewery","Indien","4.70%",2010,"Övrigt sortiment"
"Birra Menabrea - 1846",29.9,660,"Öl","Ljus lager","Internationell stil",45.3,"Birra Menabrea","Italien","4.80%",2010,"Övrigt sortiment"
"Carlsberg Hof - Organic",13.4,330,"Öl","Ljus lager","Internationell stil",40.61,"Carlsberg Sverige AB","Internationellt märke","4.20%",2005,"Ordinarie sortiment"
"Carlsberg Export",13.9,330,"Öl","Ljus lager","Internationell stil",42.12,"Carlsberg Sverige AB","Internationellt märke","5.00%",2005,"Ordinarie sortiment"
"Skånsk Klassiker",25.8,500,"Öl","Ljus lager","Internationell stil",51.6,"Två Bryggare/ÖsterlenBryggarna AB","Tjeckien","5.00%",2005,"Övrigt sortiment"
"Helsinge - Rököl",30,500,"Öl","Mellanmörk lager","Märzen och wienerstil",60,"Helsinge Ångbryggeri HB","Sverige","5.00%",2010,"Lokalt och småskaligt"
"Tok-Olle",29.4,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",58.8,"Strömsholms Brygghus","Sverige","4.50%",2010,"Lokalt och småskaligt"
"Hård",31,500,"Öl","Ale brittisk-amerikansk stil","Extra special bitter",62,"Strömsholms Brygghus","Sverige","5.60%",2010,"Övrigt sortiment"
"Pietra - Kastanjeöl",33.4,330,"Öl","Annan öl","",101.21,"Brasserie Pietra","Frankrike","6.00%",2005,"Övrigt sortiment"
"Göteborgs Nya Starkpilsner",22,500,"Öl","Ljus lager","Internationell stil",44,"Göteborgs Nya Bryggeri AB","Sverige","5.70%",2005,"Övrigt sortiment"
"Gråskägg",32.4,500,"Öl","Porter och stout","Torr porter och stout",64.8,"Strömsholms Brygghus","Sverige","5.80%",2010,"Lokalt och småskaligt"
"Island Hoppin - IPA",41.2,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",116.06,"Shipyard Brewing","USA","6.20%",2010,"Övrigt sortiment"
"Falcon Strong Brew",15.9,500,"Öl","Ljus lager","Starkare lager",31.8,"Carlsberg Sverige AB","Sverige","7.20%",2010,"Övrigt sortiment"
"Norrlands Guld - Export",11.9,330,"Öl","Ljus lager","Internationell stil",36.06,"Spendrups","Sverige","5.30%",2011,"Ordinarie sortiment"
"Saison Dupont",24.9,330,"Öl","Ale belgisk stil","Saison",75.46,"Brasserie Dupont","Belgien","6.50%",2011,"Övrigt sortiment"
"Rodenbach - Grand Cru",28.9,330,"Öl","Syrlig öl","Flamländsk röd och brun öl",87.58,"Rodenbach","Belgien","6.00%",2011,"Övrigt sortiment"
"Schneider Weisse - Meine Festweisse Tap 4",24.7,500,"Öl","Veteöl","Hefeweizen",49.4,"G Schneider & Sohn","Tyskland","6.20%",2011,"Ordinarie sortiment"
"Svaneke - Stout",28.4,500,"Öl","Porter och stout","Söt porter och stout",56.8,"Svaneke Bryghus","Danmark","5.70%",2011,"Övrigt sortiment"
"Bavaria Premium",9.9,250,"Öl","Ljus lager","Internationell stil",39.6,"Bavaria","Nederländerna","5.00%",2011,"Ordinarie sortiment"
"Joars Dricka",33.4,330,"Öl","Annan öl","",101.21,"Hantverksbryggeriet","Sverige","5.40%",2011,"Lokalt och småskaligt"
"Omnipollo Leon",26.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",81.52,"De Proef Brouwerij","Internationellt märke","6.50%",2011,"Övrigt sortiment"
"Grebbestads Mellis",15.3,330,"Öl","Ljus lager","Pilsner - tysk stil",46.36,"Grebbestads Bryggeri","Sverige","4.20%",2011,"Lokalt och småskaligt"
"Bischofshof - Zoigl",28,500,"Öl","Ljus lager","Zwickel, keller- och landbier",56,"Brauerei Bischofshof Regensburg","Tyskland","5.10%",2011,"Övrigt sortiment"
"Bischofshof - Regensburger Premium",28,500,"Öl","Ljus lager","",56,"Brauerei Bischofshof Regensburg","Tyskland","5.00%",2011,"Övrigt sortiment"
"Lobkowicz - Knize",26.6,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",53.2,"Lobkowicz","Tjeckien","5.00%",2011,"Övrigt sortiment"
"Turm - Weisse",27.2,500,"Öl","Veteöl","Hefeweizen",54.4,"Kuchlbauer","Tyskland","5.90%",2011,"Övrigt sortiment"
"Murphy's Irish Stout",1519,30000,"Öl","Porter och stout","Torr porter och stout",50.63,"Heineken","Irland","4.00%",2011,"Övrigt sortiment"
